ogrn,inn,actives_x,revenue_x,short_term_debt_x,long_term_debt_x,name,okveds,ustavnoi_capital,location,egrul_registration_date,respondent,plaintiffs,third,participated,is_tenderous,region_id,email,phone
1113926016434,3906236829,8168.0,0.0,0.0,0.0,ООО,"['73.20', '22.19.2', '22.19.3', '22.19.7', '41.2', '43.99', '46.49.49', '46.69.1', '46.69.2', '46.90', '49.32', '49.4', '52.29', '68.3', '70.22']",10000,"КАЛИНИНГРАДСКАЯ ОБЛАСТЬ,
Г. КАЛИНИНГРАД",06.05.2011,0,0,0,0,0,39,tanasamotei@mail.ru,+7 (921) 618-45-84
1114345046265,4345317969,397.0,0.0,408.0,0.0,ООО,"['25.62', '15.12', '22.19.7', '22.2', '22.23', '22.29.2', '22.29.9', '25.1', '25.12', '25.50.1', '25.61', '25.9', '25.99.21', '25.99.29', '26.40.5', '27.12', '27.90', '28.12', '28.15', '28.92', '31.0', '31.02', '31.09', '32.30', '32.9', '33.12', '33.14', '33.20', '36.00', '38.32.2', '38.32.3', '38.32.4', '42.21', '43.21', '43.29', '43.99.3', '43.99.5', '46.49.4', '46.49.49', '47.43', '47.54', '47.7', '61.10.9', '95.12']",10000,"КИРОВСКАЯ ОБЛАСТЬ,
Г. КИРОВ",30.11.2011,0,0,0,0,0,43,0,0
1115012003842,5012069126,10253.0,6467.0,0.0,0.0,ООО,"['47.9', '10.3', '10.4', '10.73.1', '10.8', '10.82', '10.83', '10.84', '10.86', '10.89', '10.9', '11.07', '13.92', '13.99', '14.19', '14.31', '17.22', '17.29', '18.1', '20.1', '20.4', '20.5', '20.59.5', '21.10', '21.20', '22.19', '22.19.7', '22.22', '23.19', '26.7', '32.5', '32.91', '32.99', '33.13', '46.1', '46.2', '46.3', '46.4', '46.45', '46.46', '46.49', '46.7', '46.9', '47.1', '47.19', '47.2', '47.5', '47.73', '47.79', '47.8', '47.99', '49.3', '52.29', '53.1', '53.20.3', '56.29']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. РЕУТОВ",12.09.2011,0,0,0,0,0,50,0,+7 (906) 721-93-22
1115029002076,5029149098,2782.0,10719.0,1264.0,19.0,ООО,"['72.19', '20.12', '20.16', '20.17', '20.3', '20.30', '20.30.1', '20.30.2', '20.4', '20.41.2', '20.59.5', '20.60', '22.19.2', '22.19.3', '22.19.7', '22.21', '22.29.2', '22.29.9', '23.44', '26.51.8', '33.13', '33.20', '36.00.1', '37.00', '38.32.53', '38.32.54', '42.99', '46.1', '46.12.3', '46.12.31', '46.13.2', '46.73.3', '46.73.4', '46.73.5', '46.73.6', '46.75', '46.75.2', '46.76.2', '46.76.3', '71.12.12', '71.20.1', '71.20.3', '71.20.4']",20000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. МЫТИЩИ",03.03.2011,0,0,0,0,0,50,89168530101@mail.ru,+7 (495) 510-56-38
1115249010205,5249116891,45.0,209.0,0.0,0.0,ООО,"['22.19.7', '20.59', '22.29.2', '46.75.2', '46.76.3']",10000,"НИЖЕГОРОДСКАЯ ОБЛАСТЬ,
Г. ДЗЕРЖИНСК",28.10.2011,0,0,0,0,0,52,0,+7 (831) 336-72-69
1155001001594,5001102702,5510.0,14397.0,0.0,0.0,ООО,"['43.21', '22.19.3', '22.19.7', '22.21', '22.23', '22.29.2', '22.29.9', '26.20', '26.40', '27.40', '27.51', '27.52', '28.25.1', '33.12', '33.14', '33.20', '42.99', '43.22', '43.29', '43.31', '43.32', '43.33', '43.34', '43.39', '43.91', '43.99.1', '43.99.7', '47.19', '47.41', '47.41.4', '47.42', '47.43', '47.52', '47.54', '47.59.1', '47.59.2', '47.59.3', '47.59.9', '47.63.1', '47.63.2', '47.78', '47.78.1', '47.78.9', '47.79.3', '47.8', '47.91.1', '47.91.2', '47.91.3', '47.91.4', '47.99', '61.10.1', '61.10.9', '71.20.4', '71.20.9', '74.20', '80.10', '80.20', '80.30', '95.21', '95.22.1', '95.29', '96.09']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. БАЛАШИХА",17.04.2015,3,0,0,0,0,50,0,0
1155001003134,5001104315,6256.0,20713.0,2782.0,0.0,ООО,"['42.11', '16.23', '16.24', '20.30', '20.51', '20.52', '20.59', '20.59.6', '22.19.7', '22.23', '23.20', '23.32', '23.42', '23.51', '23.52.2', '23.61', '23.62', '23.63', '23.64', '23.65', '23.69', '23.99', '25.11', '25.12', '25.61', '25.62', '25.93', '25.94', '25.99', '31.01', '31.09', '37.00', '41.20', '42.12', '42.91', '42.99', '43.11', '43.12.3', '43.13', '43.21', '43.22', '43.29', '43.31', '43.32', '43.33', '43.34', '43.39', '43.91', '43.99', '43.99.1', '46.12', '46.13', '46.73', '46.74.2', '46.90', '47.52', '47.7', '47.8', '47.9', '47.99', '49.4', '52.10', '52.23.19', '52.24', '52.29', '68.20', '68.31', '68.32', '71.1', '71.12.5', '71.12.6', '71.20', '72.19', '72.20', '73.11', '77.32', '77.39.11', '82.99', '84.11.6', '84.22', '84.25.9', '85.42.9']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. БАЛАШИХА",30.07.2015,0,0,0,0,0,50,0,+7 (916) 613-52-11
1155010001057,5078022200,1088.0,8299.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,50,0,+7 (926) 229-79-79
1155017002953,5017108033,687.0,0.0,0.0,0.0,ООО,"['47.99', '13.30', '13.92', '13.99.1', '14.13', '14.14', '14.19', '14.31', '14.39', '15.12', '15.20', '18.12', '22.19.6', '22.19.7', '22.29.1', '22.29.2', '23.13', '23.19.9', '23.41', '23.49', '25.71', '25.99.1', '25.99.22', '25.99.24', '25.99.25', '26.52.1', '32.13', '32.40', '32.99.2', '32.99.3', '46.11.35', '46.15.9', '46.16.1', '46.16.2', '46.18.2', '46.49.31', '46.49.49', '46.51', '46.90', '47.19', '47.41', '47.51', '47.59', '47.61', '47.71', '47.72', '47.78.5', '58.11', '58.19', '70.10.1', '70.10.2', '73.11', '74.20', '82.99']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г ИСТРА,
Д ИЛЬИНО",02.10.2015,0,0,0,0,0,50,0,+7 (915) 081-00-54
1155018003590,5018180473,53150.0,254965.0,0.0,0.0,ООО,"['46.90', '20.30.2', '20.59', '22.19.2', '22.19.3', '22.19.7', '22.21', '22.23', '22.29.2', '22.29.9', '23.99.6', '25.50', '25.61', '25.93', '38.32.53', '46.12.31', '47.52.3', '47.99', '52.10', '82.99']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. КОРОЛЁВ",18.08.2015,1,2,0,0,0,50,info-promtehn@bk.ru,+7 (916) 439-57-51
1155018003623,5018180498,40860.0,105242.0,0.0,0.0,ООО,"['46.62.1', '22.19.7', '25.73', '28.49.12', '28.49.4', '33.12', '46.62.3', '46.90', '47.78', '47.99', '69.20.2', '70.22', '73.20', '82.99']",50000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. КОРОЛЁВ",18.08.2015,1,1,0,0,0,50,glbuh@sapem.ru,+7 (495) 780-99-86
1155027007530,5027230730,19504.0,32345.0,0.0,0.0,ООО,"['20.14', '20.12', '20.13', '20.16', '20.17', '20.20', '20.30', '20.30.1', '20.41', '20.52', '20.53', '20.59', '20.59.1', '20.59.6', '20.60', '21.10', '22.19', '22.19.2', '22.19.3', '22.19.4', '22.19.5', '22.19.7', '22.21', '22.23', '32.99', '38.32.5', '46.69.5', '46.72', '46.75', '46.75.2', '46.76', '46.76.3', '46.90', '47.52', '47.7', '47.78', '49.10', '49.20', '49.4', '52.10', '52.24', '71.20', '72.19']",100000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. ЛЮБЕРЦЫ",05.08.2015,0,0,0,0,0,50,npp-zshm@mail.ru,+7 (925) 741-99-89
1155029012874,5029206532,6945.0,4387.0,0.0,0.0,ООО,"['22.19', '22.11', '22.19.3', '22.19.7', '22.29', '26.11', '27.90', '33.14', '33.20', '37.00', '38.1', '38.2', '81.29.9', '96.09']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г.О. МЫТИЩИ,
Г. МЫТИЩИ",25.12.2015,0,0,0,0,0,50,irinag1@reg-ion.ru,+7 (926) 497-64-70
1155031000662,5031113797,0.0,0.0,0.0,0.0,ООО,"['22.19', '13.93', '22.19.1', '22.19.2', '22.19.7', '38.32.54', '46.12.31', '46.47', '46.47.3', '46.75.2', '46.90', '47.9', '52.10']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г НОГИНСК",20.02.2015,0,0,0,0,0,50,ecogam@mail.ru,+7 (916) 159-25-46
1155031000805,5031113959,18671.0,19268.0,0.0,0.0,ООО,"['46.21', '01.11', '01.41', '01.42', '01.43.1', '01.45.1', '01.46', '01.47', '01.49', '01.50', '01.61', '01.62', '22.19.7', '25.62', '25.73', '25.93.1', '25.94', '38.32.53', '42.21', '42.22', '42.91', '42.99', '43.12', '43.13', '43.21', '43.22', '43.29', '43.31', '43.32', '43.33', '43.34', '43.39', '43.91', '43.99', '45.20', '45.20.2', '45.20.3', '45.31', '45.32', '46.11', '46.32', '46.32.3', '46.42', '46.42.11', '46.43', '46.44', '46.45', '46.46.2', '46.47', '46.48', '46.49', '46.51', '46.52.1', '46.61', '46.62', '46.64', '46.69', '46.71', '46.72', '46.73', '46.73.6', '46.74', '46.75', '46.76', '46.77', '46.90', '47.19', '47.22', '47.52', '47.9', '47.99', '66.19', '69.20', '70.22', '96.02', '97.00']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Р-Н НОГИНСКИЙ,
Г. СТАРАЯ КУПАВНА",02.03.2015,0,0,0,0,0,50,2731047@mail.ru,+7 (926) 273-10-47
1155040002402,5040084013,6567.0,31382.0,6319.0,18.0,ООО,"['22.19.7', '13.20.3', '13.20.4', '13.99.9', '21.20.2', '22.19.3', '22.19.5', '22.21', '22.22', '22.23', '22.29.2', '22.29.9', '23.14', '23.19.9', '25.11', '25.12', '25.29', '25.50.1', '25.61', '25.62', '25.91', '25.93', '25.93.1', '25.93.2', '25.94', '25.99.21', '25.99.22', '25.99.29', '28.14', '28.21.1', '28.21.2', '28.22.9', '28.29.22', '28.29.3', '28.92', '28.99.9', '32.99.1', '33.12', '33.20', '46.12.31', '46.13.1', '46.13.2', '46.41.1', '46.43.1', '46.43.2', '46.43.3', '46.49', '46.51', '46.61.1', '46.62.1', '46.62.2', '46.62.3', '46.63', '46.64', '46.69.9', '46.72', '46.73.1', '46.73.2', '46.73.3', '46.73.4', '46.73.5', '46.73.6', '46.75.2', '46.76.2', '46.90', '47.52.79', '68.31.5', '74.90.1', '74.90.2', '74.90.21', '74.90.22', '74.90.23', '74.90.24', '74.90.25', '74.90.26']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. РАМЕНСКОЕ",03.04.2015,0,0,0,0,0,50,lynchenko@sngmail.ru,+7 (495) 797-92-90
1155047002813,5047166233,10.0,0.0,0.0,0.0,ООО,"['52.23.19', '13.92', '13.93', '13.94', '13.95', '13.99', '14.12', '14.19', '16.24', '17.21', '17.22', '17.23', '17.24', '17.29', '18.11', '18.12', '18.13', '18.14', '22.11', '22.19', '22.19.7', '22.21', '22.22', '22.23', '22.29', '25.61', '25.62', '25.73', '25.91', '25.92', '25.93', '25.94', '25.99', '28.99', '30.11', '30.12', '30.20', '33.12', '33.15', '45.3', '46.15.9', '46.16', '46.16.1', '46.16.2', '46.16.3', '46.41', '46.41.2', '46.42', '46.43', '46.44', '46.45', '46.46', '46.49', '46.69.1', '46.74.3', '46.90', '47.43', '47.51', '47.52', '47.54', '47.59', '47.61', '47.7', '47.71', '47.72', '47.73', '47.74', '47.75', '47.99', '51.21', '52.10', '52.21', '52.22', '52.24', '52.29', '58.11', '58.13', '58.14', '58.19', '59.20', '64.11', '64.19', '72.19', '79.11', '82.99']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. ХИМКИ",16.03.2015,0,0,0,0,0,50,brozhin.s@yandex.ru,+7 (906) 738-86-96
1155047006839,5047170254,8514.0,38702.0,0.0,0.0,ООО,"['47.7', '13.30', '13.92', '13.95', '13.99', '14.12', '14.19.23', '14.19.3', '14.19.31', '14.19.4', '15.12', '16.29.1', '16.29.11', '16.29.12', '16.29.13', '16.29.14', '16.29.2', '17.22', '17.23', '17.29', '18.12', '18.13', '18.14', '22.19.5', '22.19.6', '22.19.7', '22.29.2', '25.61', '25.71', '25.72', '25.92', '25.93', '25.99', '31.01', '31.09', '32.11', '32.13', '32.20', '32.30', '32.40', '32.99', '41.20', '42.11', '42.91', '42.99', '43.11', '43.12.3', '43.13', '43.21', '43.22', '43.29', '43.31', '43.32', '43.34', '43.39', '43.91', '43.99', '43.99.1', '46.11.35', '46.13', '46.14.1', '46.14.9', '46.15', '46.16', '46.17.1', '46.17.2', '46.17.21', '46.18', '46.19', '46.21', '46.22', '46.31.12', '46.31.13', '46.31.2', '46.36', '46.36.3', '46.36.4', '46.37', '46.38.2', '46.38.21', '46.38.22', '46.38.23', '46.38.24', '46.38.25', '46.38.29', '46.39', '46.41', '46.41.2', '46.42', '46.43', '46.44', '46.45', '46.46', '46.49', '46.64', '46.76', '46.76.1', '46.76.2', '46.77', '46.90', '47.11', '47.19', '47.21.2', '47.24', '47.25.2', '47.29.3', '47.29.35', '47.29.39', '47.43', '47.51', '47.54', '47.61', '47.71', '47.72', '47.74', '47.75', '47.8', '47.9', '47.99', '49.4', '52.10', '52.21.2', '52.21.24', '52.24', '52.29', '58.11', '58.19', '62.01', '62.02', '62.09', '63.11', '63.11.1', '68.10', '68.10.1', '68.20', '68.31', '68.32', '70.10.1', '70.10.2', '70.22', '72.19', '73.11', '73.20', '74.20', '77.21', '77.29.9', '77.39.27', '77.39.29', '78.10', '82.92', '82.99', '85.42.9', '90.01', '93.29.9', '95.11']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. ДОЛГОПРУДНЫЙ",04.06.2015,0,0,0,0,0,50,a.kozhekina@mikros.vrn.ru,+7 (968) 750-08-50
1155050005110,5050120567,1310.0,6700.0,68.0,511.0,ООО,"['46.49', '13.92', '16.29.1', '22.19.7', '22.21', '31.01', '31.02', '31.03', '31.09', '46.14.1', '46.15', '46.15.1', '46.47', '46.47.1', '46.49.2', '46.49.49', '46.65', '46.66', '46.74', '46.90', '47.11', '47.19', '47.41', '47.41.4', '47.52', '47.59', '47.59.1', '47.7', '47.78', '47.78.1', '47.78.9', '47.91.2', '47.91.3', '47.91.4', '68.31', '69.10', '79.11']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. ЩЁЛКОВО",04.09.2015,0,0,0,0,0,50,84965696599@mail.ru,+7 (925) 894-47-36
1155074003501,5074052813,158687.0,252836.0,53836.0,798.0,ООО,"['26.60.5', '22.19', '22.19.7', '22.29', '22.29.2', '22.29.9', '25.61', '25.62', '26.60', '26.60.4', '27.20', '27.20.1', '32.12.1', '32.50', '33.13', '46.18', '46.18.12', '46.18.3', '46.46', '46.69.8', '46.90', '47.74', '68.20.2', '72.19', '72.19.2']",10738034,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. ПОДОЛЬСК",22.04.2015,1,0,0,0,0,50,cardioeiectronica@.com,+7 (495) 996-89-25
1155074004733,5036150249,1717.0,0.0,1138.0,0.0,ООО,"['31.09', '22.19.3', '22.19.7', '22.21', '22.22', '22.23', '22.29', '31.09.1', '31.09.2', '41.20', '43.11', '43.12.3', '46.31.11', '46.72', '46.73.6', '46.90', '47.11', '47.71', '47.91.2', '47.91.3', '47.91.4', '49.4', '52.10', '52.29', '81.22', '81.29.9']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. ПОДОЛЬСК",05.06.2015,0,0,0,0,0,50,0,+7 (916) 214-04-50
1155075001630,5028032731,179289.0,0.0,179282.0,0.0,ООО,"['22.22', '20.16', '22.11', '22.19', '22.19.1', '22.19.2', '22.19.3', '22.19.4', '22.19.5', '22.19.6', '22.19.7', '22.21', '22.23', '22.29', '22.29.1', '22.29.9', '28.14', '33.12', '38.32.53', '43.31', '43.32', '43.33', '43.34', '43.34.1', '43.34.2', '43.39', '43.99', '47.11', '47.11.1', '47.11.2', '47.19', '47.29', '68.10', '68.10.1', '68.10.11', '68.10.12', '68.10.21', '68.10.22', '68.20', '68.20.1', '68.20.2', '68.31.1', '68.31.11', '68.31.12', '68.31.2', '68.31.21', '68.31.22', '68.31.3', '68.31.31', '68.31.32', '68.31.4', '68.31.41', '68.31.42', '70.22']",10000,"МОСКОВСКАЯ ОБЛАСТЬ,
Г. МОЖАЙСК",03.09.2015,0,0,0,0,0,50,svkravtsova@mail.ru,+7 (496) 382-18-93
1155476064105,5404013364,9687.0,27800.0,7086.0,100.0,ООО,"['22.19', '22.19.7', '25.11', '43.29', '43.33', '43.39', '46.90', '47.19', '47.78.9']",10000,"НОВОСИБИРСКАЯ ОБЛАСТЬ,
Г. НОВОСИБИРСК",10.06.2015,14,7,0,0,0,54,5404362686_540401001@eo.tensor.ru,+7 (913) 912-02-10
1155476077140,5405960537,4787.0,12865.0,0.0,0.0,ООО,"['27.51', '10.72', '10.84', '16.10', '16.10.9', '16.23', '16.29.1', '22.19.7', '22.21', '22.29', '25.29', '25.30.1', '25.50', '25.61', '25.62', '25.99.11', '25.99.12', '33.12', '46.36.4', '46.37', '46.38', '46.38.1', '46.38.2', '47.22', '47.23', '47.24', '47.29.35', '47.9', '77.39.27', '95.22.1']",10000,"НОВОСИБИРСКАЯ ОБЛАСТЬ,
Г. НОВОСИБИРСК",13.07.2015,0,0,0,0,0,54,euv2009@yandex.ru,+7 (913) 767-92-66
1155476125155,5402012679,4740.0,3517.0,0.0,0.0,ООО,"['46.69.5', '22.19', '22.19.1', '22.19.2', '22.19.7', '22.29.2', '27.11', '27.11.1', '28.15.2', '33.12', '33.14', '33.20', '46.14.9', '46.69', '46.69.1', '46.69.2', '46.69.9', '46.90']",10000,"НОВОСИБИРСКАЯ ОБЛАСТЬ,
Г. НОВОСИБИРСК",18.11.2015,1,1,0,0,0,54,0,+7 (383) 216-20-11
1155836004125,5836674241,11271.0,960.0,0.0,0.0,ООО,"['24.10.6', '22.19.1', '22.19.2', '22.19.3', '22.19.4', '22.19.5', '22.19.6', '22.19.7', '22.21', '22.22', '22.23', '22.29', '22.29.1', '22.29.2', '22.29.9', '24.10', '24.10.12', '24.10.13', '24.10.14', '24.10.2', '24.10.3', '24.10.4', '24.10.5', '24.10.7', '24.10.9', '24.20', '24.31', '24.32', '24.33', '24.34', '24.42', '24.43', '24.44', '24.45', '24.51', '24.52', '24.53', '24.54', '25.11', '25.12', '25.21', '25.21.1', '25.21.2', '25.29', '25.30.1', '25.50', '25.50.1', '25.50.2', '25.61', '25.62', '25.93', '25.93.1', '25.93.2', '25.94', '25.99', '25.99.29', '27.11', '27.11.1', '27.12', '27.32', '28.11', '28.12', '28.12.1', '28.13', '28.15', '28.15.1', '28.15.2', '28.25.1', '28.29.7', '28.41', '28.41.1', '28.41.2', '28.49', '28.49.12', '28.91', '28.92', '33.12', '33.14', '33.20', '46.72.11', '46.72.12', '46.72.21', '46.72.22', '46.73', '46.73.1', '46.73.2', '46.73.3', '46.73.4', '46.73.5', '46.73.6', '46.75.2', '46.76', '46.76.3', '46.90', '47.9', '47.91.2', '47.91.3', '47.91.4', '49.41.3', '52.29']",10000,"ПЕНЗЕНСКАЯ ОБЛАСТЬ,
Г. ПЕНЗА",30.09.2015,1,1,0,0,0,58,ooo_pzho@mail.ru,+7 (927) 090-24-44
1155958005015,5904027968,2872.0,1922.0,0.0,0.0,ООО,"['47.52.73', '02.10', '02.20', '09.10.1', '09.10.9', '16.10', '16.10.9', '16.21', '16.23', '22.19.7', '25.11', '25.12', '25.73', '33.12', '33.14', '33.20', '35.30.5', '36.00', '38.32.5', '42.21', '42.22.1', '42.22.2', '42.22.3', '42.99', '43.99', '45.20', '45.3', '47.19', '49.50.11', '49.50.12', '49.50.2', '49.50.3', '56.30', '68.31', '68.32', '77.39.22', '77.39.23', '85.42.9']",19608,"ПЕРМСКИЙ КРАЙ,
Г. ПЕРМЬ",02.02.2015,1,0,0,0,0,59,info@ars-perm.ru,+7 (342) 200-99-24
1155958022450,5911072464,5354.0,0.0,0.0,0.0,ООО,"['43.29', '16.10', '16.10.1', '16.10.2', '16.10.3', '16.10.9', '16.21', '16.21.1', '16.21.2', '16.23', '16.23.1', '16.23.2', '16.24', '16.29.1', '22.19', '22.19.1', '22.19.3', '22.19.4', '22.19.7', '22.21', '22.22', '22.23', '22.29', '22.29.2', '22.29.9', '23.61', '23.62', '23.63', '23.64', '23.65', '23.69', '23.99.2', '23.99.3', '23.99.5', '23.99.6', '24.20', '24.31', '24.32', '24.33', '25.11', '25.12', '25.21', '25.21.1', '25.21.2', '25.29', '25.30.1', '25.50.1', '25.61', '25.62', '25.72', '25.73', '25.91', '25.92', '25.93', '25.93.1', '25.94', '25.99', '25.99.21', '25.99.29', '28.11.22', '28.25', '28.25.1', '33.12', '41.20', '42.11', '42.12', '42.13', '42.21', '42.22.1', '42.22.2', '42.22.3', '42.99', '43.11', '43.12.1', '43.12.3', '43.12.4', '43.13', '43.21', '43.22', '43.31', '43.32', '43.33', '43.34', '43.34.1', '43.34.2', '43.39', '43.91', '43.99', '43.99.1', '43.99.2', '43.99.3', '43.99.4', '43.99.5', '43.99.6', '43.99.7', '43.99.9', '46.13', '46.13.1', '46.13.2', '46.15', '46.73', '46.90', '47.52', '49.4', '49.41.1', '49.41.2', '49.41.3', '55.90', '56.29', '68.10', '68.10.21', '68.10.22', '68.20', '68.20.1', '68.20.2', '71.1', '71.11', '71.11.1', '71.12.1', '71.12.12', '71.12.4', '71.12.45', '71.12.5', '71.12.6', '71.12.63', '71.12.9', '71.20', '71.20.6', '77.31', '77.32', '77.33', '77.33.1', '77.33.2', '77.39.2', '77.39.21', '77.39.22', '77.39.23', '77.39.24', '77.39.25', '77.39.26', '77.39.27', '77.39.29', '81.22', '81.29.9']",10000,"ПЕРМСКИЙ КРАЙ,
Г. БЕРЕЗНИКИ",20.03.2015,0,0,0,0,0,59,fstroi59@yandex.ru,+7 (342) 420-11-48
1155958097570,5905035390,390.0,0.0,477.0,0.0,ООО,"['46.69', '22.19.7', '25.62', '43.29', '46.19', '46.49', '46.74', '46.90', '47.91.1', '47.91.2', '47.91.3', '47.91.4', '68.10', '68.20', '68.31.1', '68.31.2', '68.31.3', '68.31.4', '68.32', '68.32.2']",12500,"ПЕРМСКИЙ КРАЙ,
Г. ПЕРМЬ",05.10.2015,0,0,0,0,0,59,0,+7 (915) 016-73-44
1156181001283,6102063018,2855.0,1547.0,0.0,0.0,ООО,"['22.19', '22.19.1', '22.19.2', '22.19.7', '32.30', '32.99', '33.12', '33.13', '33.14', '33.20', '38.32.54', '41.20', '42.21', '42.99', '43.11', '43.12.1', '43.12.3', '43.21', '43.22', '43.29', '43.31', '43.32', '43.33', '43.34', '43.39', '43.91', '43.99', '43.99.1', '43.99.3', '43.99.4', '43.99.5', '43.99.6', '43.99.7', '43.99.9', '45.20', '46.12', '46.47.3', '46.49', '46.49.43', '46.49.49', '46.62', '46.63', '46.66', '46.69', '46.73.6', '46.74.2', '46.75.2', '46.76', '46.76.2', '46.77', '46.90', '52.10', '52.10.9', '52.29', '64.92', '68.20', '70.22', '71.12.45', '71.20', '73.20', '77.11', '77.32', '77.33', '77.39.11', '77.39.2', '78.10', '81.22', '81.29.9', '82.92', '82.99', '95.12']",10000,"РОСТОВСКАЯ ОБЛАСТЬ,
Р-Н АКСАЙСКИЙ,
Г. АКСАЙ",30.03.2015,0,0,0,0,0,61,0,+7 (909) 409-63-63
1156191001460,6148001286,15.0,0.0,0.0,0.0,ООО,"['46.49', '01.13', '01.25', '01.30', '01.50', '22.19.4', '22.19.5', '22.19.6', '22.19.7', '22.29.2', '22.29.9', '23.32', '23.51', '23.61', '23.62', '23.69', '25.61', '25.62', '41.20', '43.21', '43.29', '43.31', '43.32', '43.33', '43.34.1', '43.39', '43.99.7', '45.20', '46.21', '46.31', '46.31.11', '46.37', '46.38', '46.73.1', '46.73.2', '46.74.1', '46.75.1', '46.75.2', '46.77', '46.90', '47.19']",10000,"РОСТОВСКАЯ ОБЛАСТЬ,
Р-Н КРАСНОСУЛИНСКИЙ,
Х НОВОРОВЕНЕЦКИЙ",07.08.2015,0,0,0,0,0,61,nick-219@yandex.ru,+7 (961) 332-36-95
1156234015310,6229077614,140.0,278.0,0.0,0.0,ООО,"['25.61', '14.19.31', '16.29.1', '16.29.14', '17.29', '22.19.7', '22.29.2', '22.29.9', '23.19', '23.70', '23.99.4', '25.62', '25.99.29', '26.51', '26.70.1', '28.15', '28.29.6', '28.29.7', '33.12', '33.13', '33.14', '33.20', '46.14.9', '46.69', '46.69.9', '47.59.2', '47.91.2', '47.91.3', '47.91.4', '62.01', '62.02', '62.09', '63.11', '63.11.1', '64.99.1', '64.99.2', '71.12.12', '71.12.13', '71.12.53', '71.20.1', '72.19', '77.39.29', '82.99', '85.41.9', '90.03', '95.11']",10000,"РЯЗАНСКАЯ ОБЛАСТЬ,
Г. РЯЗАНЬ",18.09.2015,0,1,0,0,0,62,deltalaser.ryazan@gmail.com,+7 (953) 732-44-20
1156234023439,6230094283,4393.0,4979.0,0.0,0.0,ООО,"['71.11.1', '20.59.2', '22.19.7', '24.53', '25.29', '27.90', '28.11', '28.14', '28.29.1', '33.14', '33.20', '46.69', '46.69.4', '52.10', '52.29', '68.20', '71.12.12', '71.20.9', '72.19', '77.39.1', '77.39.11']",10000,"РЯЗАНСКАЯ ОБЛАСТЬ,
Г. РЯЗАНЬ",23.12.2015,0,0,0,0,0,62,0,0
1156658015360,6670315960,1492.0,5431.0,1355.0,0.0,ООО,"['22.19', '22.19.1', '22.19.2', '22.19.3', '22.19.4', '22.19.7', '22.21', '22.23', '22.29', '22.29.2', '22.29.9', '25.62', '25.99', '25.99.26', '46.44.1', '46.75.2', '46.90']",10000,"СВЕРДЛОВСКАЯ ОБЛАСТЬ,
Г. ЕКАТЕРИНБУРГ",05.05.2015,22,0,0,0,0,66,tdpoligran@mail.ru,+7 (912) 632-53-30
1156658018450,6679071210,10826.0,32314.0,9741.0,0.0,ООО,"['25.62', '22.19.7', '22.29.2', '25.11', '25.29', '25.61', '43.31', '43.91', '43.99.1', '46.72.1', '46.72.2', '46.72.21', '46.72.22']",10000,"СВЕРДЛОВСКАЯ ОБЛАСТЬ,
Г. ЕКАТЕРИНБУРГ",13.05.2015,0,0,0,0,0,66,wilson@mail.ru,+7 (922) 161-62-99
1156658078510,6678064845,244.0,277.0,0.0,0.0,ООО,"['18.12', '17.21', '17.23', '17.29', '18.11', '18.13', '18.14', '22.19', '22.19.7', '25.11', '46.41', '46.41.2', '46.42', '46.43', '46.44', '46.49', '46.66', '46.76', '47.78.3', '47.78.4', '47.99', '58.11', '58.11.1', '58.13', '58.14', '58.19', '62.02', '62.09', '63.11', '73.11', '74.20', '74.30', '82.19', '82.99', '93.19']",10000,"СВЕРДЛОВСКАЯ ОБЛАСТЬ,
Г. ЕКАТЕРИНБУРГ",22.10.2015,0,0,0,0,0,66,vr1.ekb@gmail.com,+7 (343) 207-68-53
1156658103304,6679083992,4521.0,0.0,0.0,0.0,ООО,"['46.90', '22.19', '22.19.3', '22.19.4', '22.19.5', '22.19.7', '47.9', '47.99']",1000000,"СВЕРДЛОВСКАЯ ОБЛАСТЬ,
Г. ЕКАТЕРИНБУРГ",17.12.2015,33,1,0,0,0,66,ig2905@mail.ru,+7 (902) 879-93-48
